"","country_id","country","year","milspend_pc","pop","imports","realgdp_pc","realgdpgrowth_pc"
"23",2,"Ecuador",2012,167.256236694633,15483883,23141578305.1114,5881.38116724978,0.0396251917938648
"24",2,"Ecuador",2013,174.001584558763,15722989,24753613042.5784,6078.43956295669,0.0335054624250883
"25",2,"Ecuador",2014,174.615869638753,15957994,25930549459.5381,6215.83809210677,0.0226042436923148
"26",2,"Ecuador",2015,160.380693832304,16195902,23815449000,6130.58667556768,-0.013715192589612
"27",3,"Egypt, Arab Rep.",2003,31.3824466269618,75963322,25555922374.0956,2587.6305080738,0.0106125956565399
"28",3,"Egypt, Arab Rep.",2004,30.5684906695847,77522427,29962115886.8708,2639.34706860139,0.0199860684770206
"29",3,"Egypt, Arab Rep.",2005,33.6317330096492,79075310,37100149377.5665,2703.222583454,0.0242012562927003
"30",3,"Egypt, Arab Rep.",2006,36.6182840510761,80629670,45178170817.6543,2832.54820019892,0.0478412756450399
"31",3,"Egypt, Arab Rep.",2007,40.2208505495201,82218755,58191128992.05,2974.68787147154,0.0501808482067978
"32",3,"Egypt, Arab Rep.",2008,45.0818788540116,83844783,73490415797.2074,3125.74753014068,0.0507816837248247
"33",3,"Egypt, Arab Rep.",2009,46.9866021582078,85501064,60344694290.1367,3208.4522674267,0.026459186638883
"34",3,"Egypt, Arab Rep.",2010,50.5119148133951,87252413,58437891682.4558,3305.88324712737,0.0303669718542559
"35",3,"Egypt, Arab Rep.",2011,50.0445234155242,89200054,63350712518.7161,3290.76182775188,-0.0045740935916686
"36",3,"Egypt, Arab Rep.",2012,49.9532001857422,91240376,70192768934.5121,3288.79435495214,-0.000597877604859631
"37",3,"Egypt, Arab Rep.",2013,46.6902201770671,93377890,70606478771.0613,3283.74071995183,-0.00153662237734642
"38",3,"Egypt, Arab Rep.",2014,53.195919541403,95592324,70675430410.4862,3301.20444348201,0.00531824069545772
"39",3,"Egypt, Arab Rep.",2015,56.0302698981411,97723799,71347708894.8787,3370.38244716015,0.0209553830616964
"40",4,"Iran, Islamic Rep.",2003,54.6992114523812,67954699,143163666791.232,4554.59387298311,0.0763598193535118
"41",4,"Iran, Islamic Rep.",2004,75.9266439530471,69061674,157329785817.438,4675.94080509887,0.0266427557538258
"42",4,"Iran, Islamic Rep.",2005,96.8437411332326,70182594,154985135035.65,4748.03025408689,0.0154171004280912
"43",4,"Iran, Islamic Rep.",2006,122.783324471544,71275760,161392698391.336,4908.95995154918,0.033893991581829
"44",4,"Iran, Islamic Rep.",2007,129.02346478744,72319418,170796556686.971,5232.70354878761,0.0659495291128342
"45",4,"Iran, Islamic Rep.",2008,151.148294499865,73318394,180659724840.126,5174.3547713915,-0.0111507898072362
"46",4,"Iran, Islamic Rep.",2009,169.32412141335,74322685,177672982460.159,5155.85724939881,-0.00357484610351055
"47",4,"Iran, Islamic Rep.",2010,179.92011227519,75373855,181837136091.617,5378.71771092804,0.0432247152605352
"48",4,"Iran, Islamic Rep.",2011,187.020064500348,76342971,164922710198.647,5450.93821269072,0.013427085347117
"49",4,"Iran, Islamic Rep.",2012,213.308508157771,77324451,130181612586.786,5180.08602722616,-0.0496890947752756
"50",4,"Iran, Islamic Rep.",2013,152.910411726495,78458928,106363083782.204,5027.48471724542,-0.0294592231053071
"51",4,"Iran, Islamic Rep.",2014,123.823309438835,79961672,107895330632.037,5178.90070651077,0.0301176428733754
"52",4,"Iran, Islamic Rep.",2015,129.461557570589,81790841,84507234683.9576,4990.93679537694,-0.0362941716371443
"53",5,"Israel",2003,1229.54410605702,6689700,53734891900.0043,28010.6074556958,-0.00420346476849531
"54",5,"Israel",2004,1263.78696367064,6809000,60100590626.474,28836.5131848105,0.0294854629775891
"55",5,"Israel",2005,1287.41896907147,6930100,62196310278.29,29503.9014620245,0.0231438618440714
"56",5,"Israel",2006,1320.61947174018,7053700,64323355688.0066,30605.1559987527,0.0373257258246222
"57",5,"Israel",2007,1585.24294623058,7180100,71479669739.7196,31880.3450537383,0.0416658243806229
"58",5,"Israel",2008,1888.6429368132,7308800,73245989623.0865,32337.1977109655,0.0143302293766621
"59",5,"Israel",2009,1703.83642388919,7485600,63164104026.414,31852.2671973223,-0.0149960586559658
"60",5,"Israel",2010,1820.03405159069,7623600,72658988894.1298,33048.5545890362,0.0375573702274625
"61",5,"Israel",2011,1944.43150837875,7765800,80834883581.3216,34247.623280715,0.036282031289701
"62",5,"Israel",2012,1836.09374802699,7910500,82564984520.3894,34491.1601071181,0.0071110577340483
"63",5,"Israel",2013,2015.98435913653,8059500,83363767677.2009,35348.3068537152,0.0248512008275479
"64",5,"Israel",2014,2158.96097880607,8215700,85261477295.1418,36035.2577522884,0.0194337709417334
"65",5,"Israel",2015,1963.83083163657,8380100,85080552377.6854,36206.5222171621,0.00475269154590197
"66",6,"Jordan",2003,113.386657994732,5396117,6967309365.30324,3951.04104562456,0.0183400589018126
"67",6,"Jordan",2004,106.055138948323,5532423,9406975300.94499,4183.8510536142,0.0589237128395459
"68",6,"Jordan",2005,106.306863146793,5678534,11859305010.2539,4408.27026105826,0.0536393873893279
"69",6,"Jordan",2006,115.471309083411,6075548,13231002172.0733,4453.65382867002,0.0102950964718902
"70",6,"Jordan",2007,159.488207988018,6473457,15700650877.9046,4521.65317061125,0.0152682144946898
"71",6,"Jordan",2008,204.795656407771,6632873,19228453999.2856,4731.61282886421,0.0464342686912842
"72",6,"Jordan",2009,231.297319996486,6780493,16458739436.6197,4861.12699202489,0.0273720965440378
"73",6,"Jordan",2010,224.762564594142,6931258,18241408450.7042,4865.46977307058,0.000893369182252357
"74",6,"Jordan",2011,224.302843664029,7109980,21301126760.5634,4872.99655954255,0.00154698041977963
"75",6,"Jordan",2012,204.221419820156,7211863,22975492957.7465,4920.86517893078,0.00982324095724851
"76",6,"Jordan",2013,187.779662700722,7694814,24172112676.0563,4732.38722080538,-0.0383017927279107
"77",6,"Jordan",2014,178.894500829244,8658026,24985070422.5352,4348.23665884969,-0.0811747948829753
"78",6,"Jordan",2015,170.095611327618,9494246,22694366197.1831,4064.25301043642,-0.0653100718046926
"79",7,"Lebanon",2003,204.977279731876,4504807,12390684773.4491,6348.80648470535,0.0189480440544492
"80",7,"Lebanon",2004,208.656368944881,4574797,13986769071.9037,6669.25306911369,0.0504735157986489
"81",7,"Lebanon",2005,207.303813981713,4643044,13220596567.4982,6747.71185958088,0.0117642545055823
"82",7,"Lebanon",2006,213.767859387601,4719864,12780200926.368,6740.74187759724,-0.00103294007341814
"83",7,"Lebanon",2007,239.570211537021,4809608,14516094032.2844,7230.85858892233,0.0727096097469606
"84",7,"Lebanon",2008,239.275471240104,4887613,16594242302.19,7760.76584712308,0.0732841406983906
"85",7,"Lebanon",2009,288.055632036838,4951135,19676337917.4868,8445.10247048695,0.0881790066656314
"86",7,"Lebanon",2010,317.347832544179,4995800,20835426519.7383,9037.08580895655,0.070097827769219
"87",7,"Lebanon",2011,322.401574270583,5045056,20203379074.357,9026.47172275478,-0.00117450320005252
"88",7,"Lebanon",2012,339.339430853623,5178337,20492853914.7823,9019.69822932756,-0.000750403217920192
"89",7,"Lebanon",2013,340.864418061386,5678851,22297818456.8158,8539.56607836072,-0.053231509387497
"90",7,"Lebanon",2014,361.80143826935,6274342,22361958106.195,7921.08023568609,-0.0724259098178155
"91",7,"Lebanon",2015,349.966727886095,6398940,24315275422.2222,7802.75136773923,-0.0149384761201843
"92",8,"Morocco",2003,61.3335191058906,29661270,20612452772.7424,2222.93701171875,0.0484903542203809
"93",8,"Morocco",2004,64.5128943975044,30033125,22627617079.6683,2295.01538085938,0.032424836493635
"94",8,"Morocco",2005,66.7434911088522,30431902,24808043793.1915,2336.50341796875,0.0180774549292277
"95",8,"Morocco",2006,69.230803132523,30833022,26852242139.5379,2484.97436523438,0.0635440745020197
"96",8,"Morocco",2007,77.1100614399913,31232633,30884657813.1998,2536.77734375,0.0208464840685525
"97",8,"Morocco",2008,93.0918039345798,31634992,35161564827.4911,2646.06469726563,0.0430811769053707
"98",8,"Morocco",2009,95.3431691498466,32042877,32220605462.5943,2709.4091796875,0.023939128354393
"99",8,"Morocco",2010,97.3607877942388,32464865,34742845508.4494,2766.921875,0.0212270246014052
"100",8,"Morocco",2011,101.590369994798,32903699,37895820795.2502,2879.94409179688,0.0408476357131984
"101",8,"Morocco",2012,102.02337472686,33352169,39165188583.3915,2927.29052734375,0.0164400537085876
"102",8,"Morocco",2013,120.270062852771,33803527,39137213251.9597,3006.31665039063,0.0269963375034692
"103",8,"Morocco",2014,118.212486633402,34248603,40635610208.9912,3047.130859375,0.013576151061488
"104",8,"Morocco",2015,94.2422206669159,34680458,41176429649.0807,3139.22827148438,0.0302243048820916
"105",9,"Nigeria",2003,4.41303159170688,133119801,108774901032.47,1769.88259499167,0.0449515588495359
"106",9,"Nigeria",2004,4.67976614102125,136756848,72646550659.4336,1882.18236649766,0.0634504072890318
"107",9,"Nigeria",2005,4.79895138410905,140490722,97069605464.8147,1950.12276205561,0.0360966061351284
"108",9,"Nigeria",2006,5.37760221327523,144329764,131981949577.817,2013.27441764528,0.0323834257096216
"109",9,"Nigeria",2007,6.5606897037862,148294028,166075951729.246,2088.60485196107,0.0374168735546225
"110",9,"Nigeria",2008,10.6018286031912,152382506,134916759267.994,2170.05925451045,0.0389994318326414
"111",9,"Nigeria",2009,9.60745164063256,156595758,113559552439.049,2281.38680706176,0.0513016187553019
"112",9,"Nigeria",2010,12.3644883055181,160952853,96202887773.349,2397.32402953237,0.0508187485400284
"113",9,"Nigeria",2011,14.4136470603505,165463745,88666964890.2846,2455.74698963536,0.0243700723737317
"114",9,"Nigeria",2012,13.6202587433805,170075932,59502935802.569,2490.2136142182,0.0140350877872633
"115",9,"Nigeria",2013,13.8431513808077,174726123,66771698970.437,2585.64771859088,0.0383236618046687
"116",9,"Nigeria",2014,13.1435174072458,179379016,70757460187.4949,2677.49412204549,0.0355216229938178
"117",9,"Nigeria",2015,11.2261140294649,183995785,52587923981.0037,2679.55476480921,0.000769616167129561
"118",10,"Oman",2003,809.882708191302,2431600,11890932713.5128,19347.5235160853,-0.0378700569016284
"119",10,"Oman",2004,903.531882902005,2468855,14093936959.7907,19301.8067105688,-0.00236292802427629
"120",10,"Oman",2005,1088.98712444658,2515192,15699391986.7944,19418.0150470802,0.00602059373269803
"121",10,"Oman",2006,1180.41433559867,2560649,14231060758.941,20097.9004025076,0.0350131233176498
"122",10,"Oman",2007,1245.19452777154,2605700,18944263952.565,20629.8433742336,0.0264675892044737
"123",10,"Oman",2008,1306.09097494389,2651028,23056341489.2915,21939.8474441524,0.0635004370200396
"124",10,"Oman",2009,1248.35738937932,2697537,20456797649.4178,22879.5051595214,0.0428288171903148
"125",10,"Oman",2010,1273.94204595461,2881914,24643858122.5752,21782.7993849554,-0.0479339813916212
"126",10,"Oman",2011,1559.37571980291,3206870,28848755974.7747,20142.1570523789,-0.0753182501285685
"127",10,"Oman",2012,2616.44562179448,3535579,34556085278.9959,19888.7538617435,-0.0125807375037558
"128",10,"Oman",2013,2296.84435057924,3816680,40113446638.2594,19387.0827691562,-0.0252238574661168
"129",10,"Oman",2014,2048.63483953979,4009267,36906101107.3235,18694.3109518924,-0.0357336802814895
"130",10,"Oman",2015,1797.22152734772,4191776,36777113133.9402,18777.4330589162,0.00444638517235019
"131",11,"Saudi Arabia",2003,809.796145543474,23150847,73579792033.3265,16916.5286773061,0.0870769955749964
"132",11,"Saudi Arabia",2004,883.719452038492,23661808,84572256993.031,17868.4472814538,0.0562715094985602
"133",11,"Saudi Arabia",2005,1040.75781254632,24397644,108745498496.61,18295.4548505359,0.0238972957390264
"134",11,"Saudi Arabia",2006,1165.37284172846,25382870,146786583206.709,18075.6736166242,-0.0120128871190793
"135",11,"Saudi Arabia",2007,1343.53869878943,26400068,180756316747.566,17700.2323473527,-0.020770527131349
"136",11,"Saudi Arabia",2008,1393.09842802013,27437353,199750981431.235,18095.467674474,0.022329386381214
"137",11,"Saudi Arabia",2009,1448.79560825405,28483797,187069832185.565,17071.7314223485,-0.0565741803716745
"138",11,"Saudi Arabia",2010,1538.30554035858,29411929,199351151114.032,17366.1904344757,0.0172483390724929
"139",11,"Saudi Arabia",2011,1609.59908000672,30150945,210254370054.38,18802.9378096541,0.0827324438597739
"140",11,"Saudi Arabia",2012,1833.06418717151,30821543,226352703663.386,19392.139829287,0.0313356362499047
"141",11,"Saudi Arabia",2013,2128.80185047578,31482498,234626035274.815,19526.1522225461,0.00691065526748669
"142",11,"Saudi Arabia",2014,2513.96053311313,32125564,250189639267.57,19905.9948365907,0.0194530191978126
"143",11,"Saudi Arabia",2015,2662.17622343367,32749848,247307252133.333,20442.3660631613,0.0269452107756329
